Washington Reported Point Source Emissions (2009 – 2019),,,,,,,,,,,,,,,,
Last Updated: Jan. 2021,,,,,,,,,,,,,,,,
All Emissions Reported as Tons per Year,,,,,,,,,,,,,,,,
,,,,Criteria Pollutant Emissions (Facility Totals),,,,,,,,,,,,
2016,Benton Clean Air Agency,BENTON,Kadlec Regional Medical Center,0.03,0.03,0.15,1.24,0.19,0.7,,888 Swift Blvd.,Richland,99352,46.28088,-119.28266,Non-Major
2016,Benton Clean Air Agency,BENTON,Milne Fruit Products,0.67,0.21,0.07,15.89,0.61,9.52,0.25,804 Bennett Av,Prosser,99350,46.20194,-119.77417,Non-Major
2016,Benton Clean Air Agency,BENTON,North Central Construction Crusher #4,1.6,0.1,,,,,,16004 E Field Rd,Benton City,99320,46.24194,-119.46694,Non-Major
2016,Benton Clean Air Agency,BENTON,PROBUILD,5.3,5.3,,,12.8,,,3919 W CLEARWATER AVE,Kennewick,99336,46.21167,-119.17222,Synthetic Non-Major
2016,Benton Clean Air Agency,BENTON,Sandvik Special Metals LLC,0,0,,21.36,2.75,0.55,,235407 E. SR 397,Kennewick,99337,46.14563,-119.01199,Non-Major
2016,Benton Clean Air Agency,BENTON,Simplot Agribusiness,1.4,1.3,,,,,,227120 E Hedges Rd,Kennewick,99337,46.17363,-119.01988,Non-Major
2016,Benton Clean Air Agency,BENTON,Tessenderlo Kerley Inc,1.84,1.6,0.06,1.16,0.17,1.18,0.4,233807 Straightbank Rd.,Kennewick,99337,46.14,-119.00917,Non-Major
2016,Benton Clean Air Agency,BENTON,Tree Top Inc,0,0,0,21,0,24,0,2780 Lee Rd,Prosser,99350,46.2175,-119.7175,Synthetic Non-Major
2016,Benton Clean Air Agency,BENTON,Williams Pipeline,0.6,0,0.3,51.1,1.7,7.4,,42612 E. Christy Rd,Plymouth,99346,45.9303,-119.40018,CAP Major
2016,Dept. of Ecology Central Regional Office,DOUGLAS,Greater Wenatchee Regional Landfill & Recycling Center,16.46,10.24,6.2,4.96,3.05,8.68,6.71,191 Webb Road,East Wenatchee,98802,47.40368,-120.1657,CAP Major
2016,Dept. of Ecology Central Regional Office,KLICKITAT,Goldendale Generating Station,4.06,4.06,2.11189,28.31589,0.2,1.32251,5.9,600 Industrial Way,Goldendale,98620,45.81056,-120.83363,CAP Major
2016,Dept. of Ecology Central Regional Office,KLICKITAT,H.W. Hill Landfill Gas Power Plant,1.08,1.08,5.24,90.6,0,7.8,0,502 Roosevelt Grade Rd,Roosevelt,99356,45.80306,-120.16417,CAP Major
2016,Dept. of Ecology Central Regional Office,KLICKITAT,LAB Washington - Ash Recycling Facility,1.16,0.6,,,,,,500 Roosevelt Grade Rd,Roosevelt,99356,45.79686,-120.19178,HAP and CAP Major
2016,Dept. of Ecology Central Regional Office,KLICKITAT,Roosevelt Regional Landfill,66.815545,18.395545,3.48,3.41,97.150005,0.64,,500 Roosevelt Grade Rd,Roosevelt,99356-0338,45.79528,-120.17806,HAP and CAP Major
2016,Dept. of Ecology Central Regional Office,KLICKITAT,SDS Lumber Company,42.35,23.47,7.59,54.33,89,211.71,0,123 Industrial Road,Bingen,98605,45.71056,-121.47278,CAP Major
2016,Dept. of Ecology Eastern Regional Office,FERRY,Kinross Gold Corporation Kettle River - Buckhorn,1.67,1.67,0,0.57,0.01,0.44,,363 Fish Hatchery Road,Republic,99166,48.67402,-118.60162,Non-Major
2016,Dept. of Ecology Eastern Regional Office,GRANT,"SGL, Automotive Carbon Fibers, LLC",15.50048,11.30048,2.940045,30.221,4.251405,5.30631,1.903,8781 Randolph Rd. NE,Moses Lake,98837,47.2089,-119.288,HAP Major
2016,Dept. of Ecology Eastern Regional Office,PEND OREILLE,Ponderay Newsprint Company,6.9,5.4,13,20,137.5,2.5,2.5,422767 SR 20,Usk,99180-9771,48.2883,-117.2716,HAP and CAP Major
2016,Dept. of Ecology Eastern Regional Office,STEVENS,Avista,45.78,30.43,1.4,415.99655,26.50625,605.0165,,1151 Hwy 395 N,Kettle Falls,99141,48.62072,-118.10861,CAP Major
2016,Dept. of Ecology Eastern Regional Office,STEVENS,"Boise Cascade Wood Products, LLC Arden Lumber",11.743645,3.233645,0.012395,4.754565,4.56,0.2882,,634 Hwy. 395 South,Colville,99114,48.45755,-117.88017,CAP Major
2016,Dept. of Ecology Eastern Regional Office,STEVENS,"Boise Cascade Wood Products, LLC Kettle Falls Lumber",16.64,11.01,0.59,29.7,87.64,75.9,,610 W. 3rd Street,Kettle Falls,99141,48.6105,-118.063,CAP Major
2016,Dept. of Ecology Eastern Regional Office,STEVENS,"Boise Cascade Wood Products, LLC Kettle Falls Plywood",60.59,46.67,4.94,22.41,38.34,250.56,,1274 S. Boise Road,Kettle Falls,99141,48.61315,-118.1157,HAP and CAP Major
2016,Dept. of Ecology Eastern Regional Office,STEVENS,Vaagen Brothers Lumber Inc,30.2,29.7,5.3,69.6,89.1,58.4,0,565 West 5th Avenue,Colville,99114,48.5485,-117.91471,HAP and CAP Major
2016,Dept. of Ecology Eastern Regional Office,WALLA WALLA,Gas Transmission Northwest Station 7,0.4,0.4,0.5,41.2,1.93,81,,Lyons Ferry Rd.,Starbuck,99359,46.5364,-118.2934,CAP Major
2016,Dept. of Ecology Eastern Regional Office,WALLA WALLA,Gas Transmission Northwest Station 8,2.46,2.2,3.02,142.7,5.97,226.65,,638 Lamdin Rd,Wallula,99363,46.0536,-118.8442,CAP Major
2016,Dept. of Ecology Eastern Regional Office,WHITMAN,Guy Bennett Lumber,24.39,9.71,2.61,29.27,34.11,112.1,,2050 Wilma Dr,Clarkston,99403,46.4225,-117.08519,CAP Major
2016,Dept. of Ecology Eastern Regional Office,WHITMAN,Washington State University,4.06,4.06,0.29,10.76,1.22,1.14,,WSU EH&S 2660 Grimes Way,Pullman,99164-1172,46.72947,-117.17075,CAP Major
2016,Dept. of Ecology Industrial Section,CHELAN,Alcoa Wenatchee LLC,3.06,3.06,0.01,0.83,0.05,0.69,,6200 Malaga Alcoa Hwy,Malaga,98828,47.35847,-120.13121,HAP Major
2016,Dept. of Ecology Industrial Section,CLARK,Georgia-Pacific Consumer Products (Camas) LLC,151,129,30,452,106,492,,401 NE Adams Street,Camas,98607,45.58389,-122.40639,HAP and CAP Major
2016,Dept. of Ecology Industrial Section,COWLITZ,"Longview Fibre Paper and Packaging, Inc. dba KapStone Kraft Paper Corporation",212.91,191.44,125.53,1044.05,187.53,616.07,,300 Fibre Way,Longview,98632,46.10361,-122.92167,HAP and CAP Major
2016,Dept. of Ecology Industrial Section,COWLITZ,Weyerhaeuser NR Company,128.63,123.23,376,1969.03,467.17,2557.68,71.2,3401 Industrial Way,Longview,98632,46.13152,-122.97872,HAP and CAP Major
2016,Dept. of Ecology Industrial Section,GRAYS HARBOR,"COSMO Specialty Fibers, Inc.",416.55,416.55,369.3,606.3,26.94,1157.4,,1701 First St,Cosmopolis,98537,46.95567,-123.76408,HAP and CAP Major
2016,Dept. of Ecology Industrial Section,JEFFERSON,Pt Townsend Paper,220,154,44,489,45,756,38,100 Mill Road,Port Townsend,98368,48.09519,-122.79854,HAP and CAP Major
2016,Dept. of Ecology Industrial Section,PIERCE,WestRock Tacoma Mill,200.7,176.1,189.95,1083.5,54.32,1322.49,5.3,801 E Portland Ave,Tacoma,98421,47.26167,-122.42278,HAP and CAP Major
2016,Dept. of Ecology Industrial Section,WALLA WALLA,Boise Paper,122.49,119.49,691.66,681.22,748.91,477.46,27.7,31831 W Hwy 12,Wallula,99363,46.10284,-118.91724,HAP and CAP Major
2016,Dept. of Ecology Industrial Section,WHATCOM,Alcoa Primary Metals Intalco Works,695.644185,695.644185,4374.05385,187.77,283.0403,31904.14,,4050 Mountain View Rd,Ferndale,98248-0937,48.84722,-122.71278,HAP and CAP Major
2016,Dept. of Ecology Nuclear Waste Section,BENTON,U.S. Dept of Energy,2,0,0,15,5,7,2,Hanford Reservation,Richland,99352,46.278,-119.275,HAP and CAP Major
2016,Northwest Clean Air Agency,ISLAND,NAS WHIDBEY - AULT FIELD AND SEAPLANE BASE,11.3,10.6,0,10,50.9,9.1,0.05115,NAS WHIDBEY ISLAND - AULT FIELD AND SEAPLANE BASE,Oak Harbor,98278-3500,48.34319,-122.66936,HAP and CAP Major
2016,Northwest Clean Air Agency,SKAGIT,Air Liquide,1.2,1.2,0.08,12.6,1.51,0.42,,8581 S. Texas Road,Anacortes,98221-9340,48.46736,-122.55381,CAP Major
2016,Northwest Clean Air Agency,SKAGIT,Anacortes Wastewater Treatment Plant,0.06,0.06,0.93,0.61,,0.05,,500 T Avenue,Anacortes,98221,48.51816,-122.60661,Non-Major
2016,Northwest Clean Air Agency,SKAGIT,CHEMTRADE,0,0,174.39,3.25,,5.44,,8579 N TEXAS RD,Anacortes,98221-8603,48.4789,-122.55816,CAP Major
2016,Northwest Clean Air Agency,SKAGIT,FIBREX CORPORATION,0,0,0,0,3.69,0,0,750 S SPRUCE ST,Burlington,98233-0428,48.88722,-122.32972,HAP Major
2016,Northwest Clean Air Agency,SKAGIT,Linde Gas North America,1.4,1.27,0.71,9.12,2.59,3.18,1.5,8579 S. Texas Road,Anacortes,98221,48.46571,-122.55612,CAP Major
2016,Northwest Clean Air Agency,SKAGIT,NORDIC TUGS INC,0,0,0,0,0,0,0,11367 HIGGINS AIRPORT WAY,Burlington,98233-5309,48.47961,-122.41997,HAP Major
2016,Northwest Clean Air Agency,SKAGIT,NORTHWEST PIPELINE GP MT VERNON,3.82,3.82,0.75,157.82,8.02,127.37,0,15498 LANGE RD,Mount Vernon,98273-8537,48.41333,-122.20917,HAP and CAP Major
2016,Northwest Clean Air Agency,SKAGIT,PACIFIC WOODTECH,2.676485,1.337305002,,2.07,36.99,3.34,,1850 PARK LANE,Burlington,98233-0465,48.61472,-122.34028,HAP Major
2016,Northwest Clean Air Agency,SKAGIT,PSE FREDONIA,8.38,8.38,2.78,251.11,2.75,7.73,2.19,13085 Ball Road,Mount Vernon,98273-8201,48.455,-122.434,CAP Major
2016,Northwest Clean Air Agency,SKAGIT,SHELL PUGET SOUND REFINERY,177.27,177.27,245.65,1109,473.42,545.56,1.287,8505 SOUTH TEXAS ROAD,Anacortes,98221-9340,48.46661,-122.56197,CAP Major
2016,Northwest Clean Air Agency,SKAGIT,SIERRA PACIFIC INDUSTRIES,32.91,22.61,2.9,161.5,70.76,294.7,9.7,14353 Mcfarland Road,Mount Vernon,98273-8232,48.4484,-122.43403,HAP and CAP Major
2016,Northwest Clean Air Agency,SKAGIT,TESORO NORTHWEST COMPANY,140.37,138.48,124.85,2019.75,954.75,487.54,24.692,10200 W MARCH POINT RD,Anacortes,98221-8662,48.49722,-122.56417,HAP and CAP Major
2016,Northwest Clean Air Agency,WHATCOM,BP CHERRY POINT REFINERY,118,111,781,1905,362.2465,427,6.105225,4519 GRANDVIEW RD,Blaine,98230-9640,48.89194,-122.73453,HAP and CAP Major
2016,Northwest Clean Air Agency,WHATCOM,"CHEMCO, INC.",0,0,0,0.58,13.42,0.49,0,4191 GRANDVIEW ROAD,Ferndale,98248-8540,48.89297,-122.7026,HAP Major
2016,Northwest Clean Air Agency,WHATCOM,"ERSHIGS, INC.",0.02,0.02,0,0.27,12.54,0.06,0,742 MARINE DRIVE,Bellingham,98227-1707,48.88861,-122.5244,HAP Major
2016,Northwest Clean Air Agency,WHATCOM,Lehigh Cement Company,5.18,1.83,,,,,,741 Marine Drive,Bellingham,98225,48.76913,-122.52457,Synthetic Non-Major
2016,Northwest Clean Air Agency,WHATCOM,MAAX US CORP,0,0,0,0,14.86,0,0,2150 DIVISION ST,Bellingham,98226-9142,48.79803,-122.44739,HAP Major
2016,Northwest Clean Air Agency,WHATCOM,NORTHWEST PIPELINE GP SUMAS,5.48,5.48,12.66,236.66,9.95,29.98,0,4738 JONES RD,Sumas,98295-9405,49.00038,-122.22006,HAP and CAP Major
2016,Northwest Clean Air Agency,WHATCOM,PHILLIPS 66 Ferndale Refinery,54,48,45,769,854,177,4,3901 UNICK RD,Ferndale,98248-9003,48.83389,-122.69056,CAP Major
2016,Northwest Clean Air Agency,WHATCOM,Post Point Pollution Control Plant,0.02,0.02,0.09,8.9,2.9,15.9,,200 McKenzie Street,Bellingham,98225-7039,48.71887,-122.51467,Non-Major
2016,Northwest Clean Air Agency,WHATCOM,PSE ENCOGEN GENERATING STATION,6.7,6.7,1.7,25.5,0.3,3.2,8.9,915 CORNWALL AVE,Bellingham,98225-5030,48.74556,-122.48333,CAP Major
2016,Northwest Clean Air Agency,WHATCOM,PSE Ferndale Generating Station,24,24,8.22,78.63,8.1,8.5,2.28,5105 LAKE TERRELL RD,Ferndale,98248-9596,48.84083,-122.68723,CAP Major
2016,Northwest Clean Air Agency,WHATCOM,PSE SUMAS,9.8,9.8,3.5,30.3,0,0.2,15,1340 THOMPSON LANE,Sumas,98295,48.99028,-122.27361,HAP Major
2016,Northwest Clean Air Agency,WHATCOM,PSE WHITEHORN,2.8,2.8,0.94,132.31,0.88,12.74,0,4930 Brown Road,Blaine,98230-9063,48.8853,-122.75116,CAP Major
2016,Olympic Region Clean Air Agency,CLALLAM,McKinley Paper Company,8.32,5.54,33.709,103.4,9.298,64.7,3.3135,1902 Marine Dr,Port Angeles,98362,48.135179,-123.466428,HAP and CAP Major
2016,Olympic Region Clean Air Agency,GRAYS HARBOR,Grays Harbor Energy,24.52,24.52,2.8,78.6,2.7,10.1,2.5,401 Keys Rd,Elma,98541,46.967565,-123.481109,CAP Major
2016,Olympic Region Clean Air Agency,GRAYS HARBOR,Paneltech,0.02,0.015,0.02,3.4,25.09,2.9,,2999 John - Stevens Wy,Hoquiam,98550,46.97085,-123.85647,HAP Major
2016,Olympic Region Clean Air Agency,GRAYS HARBOR,Sierra Pacific Industries - Cogeneration,4.2058,2.7048,3.17,105.56,6.46,200.94,17.1375,301 Hagara St,Aberdeen,98520,46.973,-123.77583,CAP Major
2016,Olympic Region Clean Air Agency,GRAYS HARBOR,Sierra Pacific Industries-Lumber Mill,20.7,12.45,,,92.84,,,301 Hagara St,Aberdeen,98520,46.97305,-123.77521,HAP Major
2016,Olympic Region Clean Air Agency,GRAYS HARBOR,Simpson Door Co,31.006,31.005,0.2,1.6,0.13,0.9,,400 Simpson Ave,Mccleary,98557,47.0595,-123.2664,Unknown
2016,Olympic Region Clean Air Agency,GRAYS HARBOR,Vertellus Performance Chemicals LLC,0.0702,0.0602,0.1302,11.74,12.202,11.53,,4800 State Rt 12,Elma,98541,46.99747,-123.38224,Synthetic Non-Major
2016,Olympic Region Clean Air Agency,GRAYS HARBOR,Westport LLC,0,0,,,9.2,,,1807 Nyhus St,Westport,98595,46.9057,-124.10851,HAP Major
2016,Olympic Region Clean Air Agency,MASON,Olympic Panel Products Llc,24.5,12.8,0.05,11,50.7,206,,204 E Railroad,Shelton,98584,47.21471,-123.09538,CAP Major
2016,Olympic Region Clean Air Agency,MASON,Sierra Pacific Industries - Shelton,0.6,0.1,0,0,0,0,,3rd & Franklin,Shelton,98584,47.21233,-123.09561,HAP and CAP Major
2016,Olympic Region Clean Air Agency,PACIFIC,Weyerhaeuser NR Raymond Lumbermill,15.1,7.8,1.4,25.2,50.8,16.7,,51 Ellis St,Raymond,98577,46.69141,-123.74111,HAP and CAP Major
2016,Olympic Region Clean Air Agency,THURSTON,Aquatic Co,0,0,,,12.4,,,801 Northern Pacific,Yelm,98597,46.95048,-122.59767,HAP and CAP Major
2016,Olympic Region Clean Air Agency,THURSTON,Crown Cork & Seal Co Inc,0.51,0.51,0.003,4.2,186.72,0.9,,1202 Fones Rd,Olympia,98501,47.0397,-122.84559,CAP Major
2016,Puget Sound Clean Air Agency,KING,Ardagh Glass,95.302,92.1355,98.6585,153.68,27.3,37.3115,,5801 E Marginal Way S,Seattle,98134,47.5507,-122.3369,HAP Major
2016,Puget Sound Clean Air Agency,KING,"Ash Grove Cement Co, E Marginal",30.3535,22.8735,68.168,1343.1475,5.032,951.5895,4.5125,3801 E Marginal Way S,Seattle,98134-1113,47.56799,-122.34255,Unknown
2016,Puget Sound Clean Air Agency,KING,Boeing Commercial Airplane Auburn,6.1375,3.6365,0.3225,69.255,113.634,28.2365,0.1635,700 15th St SW,Auburn,98002,47.282303,-122.238361,HAP Major
2016,Puget Sound Clean Air Agency,KING,Boeing Commercial Airplane Renton,0,0,0,35.8195,252.9145,0,0.739,737 Logan Ave N  Bldg 4-88 (5th & Logan),Renton,98055,47.492662,-122.208773,HAP Major
2016,Puget Sound Clean Air Agency,KING,Boeing Commercial Airplane Seattle,0,0,0,0,142.6675,0,0.617,7700 E Marginal Wy S,Seattle,98108,47.53507,-122.313656,Unknown
2016,Puget Sound Clean Air Agency,KING,Enwave,0,0,0,184.2105,0,55.2105,0,1319 Western Ave,Seattle,98101,47.605944,-122.336118,Unknown
2016,Puget Sound Clean Air Agency,KING,Franz Seattle Division - 6th Ave.,0,0,,0,60.6135,,0,2901 6th Ave S,Seattle,98134,47.577453,-122.326107,
2016,Puget Sound Clean Air Agency,KING,Franz Seattle Division - Weller St.,0,0,,,102.995,,,2006 S Weller St,Seattle,98144,47.597568,-122.304299,
2016,Puget Sound Clean Air Agency,KING,Kenworth Truck Co - Renton,0.181,0.181,0.0145,2.3795,32.784,1.9985,0,1601 N 8th St,Renton,98057,47.496361,-122.195932,
2016,Puget Sound Clean Air Agency,KING,King Co Ntrl Res Wastewater Treatment,1.199,0,8.8845,22.397,6.909,59.135,,1400 Discovery Park Blvd (West Point),Seattle,98199,47.661343,-122.431308,HAP Major
2016,Puget Sound Clean Air Agency,KING,King Co Solid Waste Op Sec Cedar Hills,0,0,0.173,23.1565,12.3415,0.323,,16645 228th Ave SE,Maple Valley,98038,47.4561,-122.0437,HAP Major
2016,Puget Sound Clean Air Agency,KING,Nucor Steel Seattle Inc,0,0,70.0835,149.0015,0,372.353,,2424 SW Andover St,Seattle,98106,47.5703,-122.3676,HAP Major
2016,Puget Sound Clean Air Agency,KING,Rexam Beverage Can Co DBA Ball Corp.,0.326,0,0.026,4.292,168.565,3.605,,1220 2nd Ave N,Kent,98032,47.396549,-122.233403,HAP Major
2016,Puget Sound Clean Air Agency,KING,"Vigor Shipyards, Inc",0.0575,0.01,0.0005,0.085,26.322,0.0715,0.0025,1801 16th Ave SW,Seattle,98134,47.58608,-122.35552,Unknown
2016,Puget Sound Clean Air Agency,KING,Washington University of  Power Plant & Hospital,0,0,0,108.1345,0,37.3525,0,"Plant Operations, Box 352160",Seattle,98195-2610,47.651521,-122.30499,
2016,Puget Sound Clean Air Agency,KITSAP,US Navy Puget Sound Naval Shipyard PSNS,26.277,3.2705,,0,85.421,,0,1400 Farragut Ave,Bremerton,98314,47.5602,-122.6368,HAP Major
2016,Puget Sound Clean Air Agency,PIERCE,"Arclin Surfaces, LLC",0,0,,,15.223,,0,2144 Milwaukee Way,Tacoma,98421-2706,47.248079,-122.403195,
2016,Puget Sound Clean Air Agency,PIERCE,"Boeing Commercial Airplane, Frederickson",0,0,0,0,50.0135,0,0,18001 Canyon Rd E,Puyallup,98375,47.086178,-122.344276,Unknown
2016,Puget Sound Clean Air Agency,PIERCE,Emerald City Renewables LLC,9.192,9.192,13.673,23.4015,53.646,177.7995,,30919 Meridian St E,Graham,98338,46.974656,-122.292485,
2016,Puget Sound Clean Air Agency,PIERCE,Frederickson Power LP,29.7,0,1.8,34.6,13.8,0.2,0,18610 50th Ave E,Tacoma,98446,47.086227,-122.365678,
2016,Puget Sound Clean Air Agency,PIERCE,Georgia-Pacific Gypsum LLC,36.282,36.282,0,36.5085,25.78,93.4005,,1240 Alexander Ave E,Tacoma,98421-4104,47.269558,-122.394869,Unknown
2016,Puget Sound Clean Air Agency,PIERCE,Graymont Western US Inc,33.0155,21.9305,1.741,28.761,1.494,34.92,0,1220 Alexander Ave,Tacoma,98421,47.271365,-122.397262,HAP Major
2016,Puget Sound Clean Air Agency,PIERCE,"Pacific Crest Industries, Inc. dba Bellmont Cabinets Company",0,0,,,127.3165,,0,13610 52nd St E,Sumner,98390,47.210075,-122.248765,
2016,Puget Sound Clean Air Agency,PIERCE,Pierce Co Recycling Composting and Disposal LLC,0,0,0,0,0,36.832,,30919 Meridian St E,Graham,98338,46.971045,-122.293929,
2016,Puget Sound Clean Air Agency,PIERCE,Puget Sound Energy Frederickson,0,0,0,32.199,0,0,0,4714 192nd St E,Tacoma,98446,47.081972,-122.367684,
2016,Puget Sound Clean Air Agency,PIERCE,Toray Composites Materials America,0,0,,,59.224,,,19002 50th Ave E,Tacoma,98446,47.087462,-122.361335,HAP Major
2016,Puget Sound Clean Air Agency,PIERCE,US Oil & Refining Co,11.3585,0,6.6645,63.1835,158.3165,55.634,48.917,3001 Marshall Ave,Tacoma,98421,47.255968,-122.395211,HAP Major
2016,Puget Sound Clean Air Agency,SNOHOMISH,Boeing Commercial Airplane Group - Everett,0,0,0,77.1845,565.906,45.424,1.81,3003 W Casino Rd,Everett,98201,47.919607,-122.277239,HAP Major
2016,Puget Sound Clean Air Agency,SNOHOMISH,Hampton Lumber Mills Washington Inc,16.4115,0,12.394,71.367,75.3525,69.895,0,46921 288th NE Sauk Prairie Rd,Darrington,98241,48.2636,-121.5974,
2016,Southwest Clean Air Agency,CLARK,City of Vancouver/Westside Wastewater Treatment Plant,0.5077,0.5047,0.0026,3.442,15.085,0.386,,2323 W Mill Plain Boulevard,Vancouver,98660,45.635294,-122.694792,Non-Major
2016,Southwest Clean Air Agency,CLARK,Clark Public Utilities / River Road Generating Project,27.432,27.432,3.195,64.394,0.042,13.376,7.32,5201 NW Lower River Road,Vancouver,98660-1066,45.64994,-122.724524,CAP Major
2016,Southwest Clean Air Agency,CLARK,Northwest Pipeline LLC / Washougal,1.342,1.342,0.1904,13.76,1.724,5.06,,1309 NE Brown Road,Washougal,98671,45.63236,-122.36516,HAP and CAP Major
2016,Southwest Clean Air Agency,COWLITZ,Cowlitz County Headquarters Landfill,1.36026,1.36026,26.03006,4.88,0.464105,6.4325,,3434 South Silver Lake Road,Castle Rock,98611,46.247644,-122.787444,Non-Major
2016,Southwest Clean Air Agency,COWLITZ,Eagle US 2 LLC,0.41,0.2,,,,73.46,,3451 Industrial Way,Longview,98632,46.129403,-122.9893,CAP Major
2016,Southwest Clean Air Agency,COWLITZ,"Emerald Kalama Chemical, LLC",21.236465,20.606465,2.274,83.7721,17.270108,29.942749,0,1296 Third Street NW,Kalama,98625-9799,46.02191,-122.85698,CAP Major
2016,Southwest Clean Air Agency,COWLITZ,Mint Farm Generating Station,15.9,15.9,2.4001,31.74,10.68,2.94,5.735,1200 Prudential Boulevard,Longview,98632,46.14034,-122.98519,CAP Major
2016,Southwest Clean Air Agency,COWLITZ,"Owens-Brockway Glass Container, Inc. - Plant 2",5.7954,5.7484,14.176,5.98,12.58074,2.1322,,2310 N Hendrickson Drive,Kalama,98625,46.032172,-122.864736,Non-Major
2016,Southwest Clean Air Agency,LEWIS,Cardinal FG Winlock,10.768,7.842,58.661,807.636,9.411,172.008,,545 Avery Road West,Winlock,98596,46.544937,-122.926313,CAP Major
2016,Southwest Clean Air Agency,LEWIS,Hampton Lumber Mills/Cowlitz Division - Morton,37.8653,24.9953,1.04033,2.168,112.079,31.134,5.575,302 State Route 7,Morton,98356,46.56621,-122.26882,HAP and CAP Major
2016,Southwest Clean Air Agency,LEWIS,Hampton Lumber Mills/Cowlitz Division - Randle,25.27,11.670105,8.37,49.6,52.38,38.4,0.4872,10166 US Highway 12,Randle,98377,46.53299,-121.92077,CAP Major
2016,Southwest Clean Air Agency,LEWIS,Northwest Pipeline LLC / Chehalis,2.9578,2.9578,0.4632,37.56,7.304,12.15,,156 W Meier Road,Chehalis,98532,46.533753,-122.87374,HAP and CAP Major
2016,Southwest Clean Air Agency,LEWIS,PacifiCorp Energy / Chehalis Generating Facility,41.93,41.93,2.89,67.54,5.6,31.31,7.333,1813 Bishop Road,Chehalis,98532,46.62264,-122.9145,CAP Major
2016,Southwest Clean Air Agency,LEWIS,Sierra Pacific Industries - Centralia Division,15.55,7.11,9.46,36.21,72.661,37.37,5.69,3115 Kuper Road,Centralia,98531,46.7566,-122.9953,CAP Major
2016,Southwest Clean Air Agency,LEWIS,"TransAlta Centralia Generation, LLC",299.05,253.6,1437.8,5018.62,28.8,2100.7,2.3375,913 Big Hanaford Road,Centralia,98531,46.755766,-122.858237,HAP and CAP Major
2016,Southwest Clean Air Agency,LEWIS,"TransAlta Centralia Mining, LLC",11.0248,4.6648,0.0014,1.623,0.816,0.713,,1015 Big Hanaford Road,Centralia,98531,46.75388,-122.85107,CAP Major
2016,Spokane Regional Clean Air Agency,SPOKANE,Fiber-Tech Industries,0.01,0,,,54.85,,,3808 N Sullivan Rd Bldg 31,Spokane,99216,48.59278,-117.20333,HAP and CAP Major
2016,Spokane Regional Clean Air Agency,SPOKANE,Haakon Industries,0.32,0,,,16.69,,,1633 W. First Avenue,Cheney,99004,47.4724,-117.6057,HAP Major
2016,Spokane Regional Clean Air Agency,SPOKANE,Inland Empire Paper,51.668115,51.648115,0.23386,66.24,7.52654,8.15,0.38544,3320 N Argonne Rd,Spokane,99212,47.6875,-117.27944,CAP Major
2016,Spokane Regional Clean Air Agency,SPOKANE,Kaiser Trentwood,58,48.26,0.69,115.27,188.29,116.86,0.92,15000 E Euclid,Spokane,99216,47.68722,-117.2116,CAP Major
2016,Spokane Regional Clean Air Agency,SPOKANE,Melcher Mfg Co Inc,0.34,0.34,,,4.88,,,6017 E Mission Ave,Spokane,99212,47.67139,-117.32361,HAP Major
2016,Spokane Regional Clean Air Agency,SPOKANE,Mutual Materials,28.7282,7.0544,17.83755,9.4375,0.6443,31.8875,0.047,South 10627 State Route 27,Mica,99023,47.55944,-117.21278,HAP and CAP Major
2016,Spokane Regional Clean Air Agency,SPOKANE,Northside Landfill,0.61,0.61,0.06,0.45,0.09,0.93,,7202 N Nine Mile Rd,Spokane,99211,47.72817,-117.49446,CAP Major
2016,Spokane Regional Clean Air Agency,SPOKANE,Transcanada GTN System,4.24,4.24,2.25,72.95,6.86,61.94,,315 W Babb Rd,Rosalia,99170,47.27778,-117.40389,CAP Major
2016,Spokane Regional Clean Air Agency,SPOKANE,Waste To Energy,20.4,16.3,6.21,306.39,0.9,27.54,8.24,2900 S Geiger Blvd,Spokane,99224,47.62672,-117.50287,HAP and CAP Major
2016,Yakima Regional Clean Air Agency,YAKIMA,Cheyne Landfill Yakima Co Pub SrvcS Solid Wst Div,4.1148,0.70581,0.00006,0.062,7.9,0.954,1,4970 Cheyne Road,Zillah,98953,46.475,-120.269,Non-Major
2016,Yakima Regional Clean Air Agency,YAKIMA,Shields Bag & Printing Co,0,0,0,2.4,329,1.1,0,1009 Rock Avenue,Yakima,98902,46.5868,-120.5035,CAP Major
2016,Yakima Regional Clean Air Agency,YAKIMA,"SunSteel,LLC",0.047055,0,0,4.2863,23.76,0,,2002 Morgan,Sunnyside,98944,46.32837,-119.99125,CAP Major
2016,Yakima Regional Clean Air Agency,YAKIMA,Terrace Heights Landfill,15.3115,2.75422,0.0026,1.4,30.8,3.59,0,7601 Roza Hill Dr,Yakima,98901,46.60685,-120.40418,CAP Major
2015,Benton Clean Air Agency,BENTON,Agrium US Inc,2.56,1.24,0,49.15,0.3,1.7,27.73,227515 E Bowles Road,Kennewick,99337,46.1661,-119.0161,CAP Major
2015,Benton Clean Air Agency,BENTON,"Areva NP, Inc",0,0,0,5.1,0,0,0,2101 Horn Rapids Rd,Richland,99354,46.34889,-119.30028,Synthetic Non-Major
2015,Benton Clean Air Agency,BENTON,Central Washington Asphalt - Benton City,0.9,0.9,0.4,2.1,1.84525,5,,16004 E Field Rd,Benton City,99320,46.24194,-119.46694,Synthetic Non-Major
